city,county,state
Ironwood,Gogebic County,Michigan
Ishpeming,Marquette County,Michigan
Ithaca,Gratiot County,Michigan
Jackson,Jackson County,Michigan
Jamestown,Ottawa County,Michigan
Jasper,Lenawee County,Michigan
Jeddo,St. Clair County,Michigan
Jeddo,St. Clair County,Michigan
Jenison,Ottawa County,Michigan
Jerome,Hillsdale County,Michigan
Johannesburg,Otsego County,Michigan
Jones,Cass County,Michigan
Jonesville,Jackson County,Michigan
Jonesville,Lee County,Michigan
Jonesville,Hillsdale County,Michigan
Kalamazoo,Kalamazoo County,Michigan
Kaleva,Manistee County,Michigan
Kalkaska,Kalkaska County,Michigan
Kawkawlin,Bay County,Michigan
Kearsarge,Houghton County,Michigan
Keego Harbor,Oakland County,Michigan
Kendall,Van Buren County,Michigan
Kent City,Kent County,Michigan
Kenton,Houghton County,Michigan
Kentwood,Kent County,Michigan
Kewadin,Antrim County,Michigan
Kincheloe,Chippewa County,Michigan
Kinde,Huron County,Michigan
Kingsford,Dickinson County,Michigan
Kingsley,Grand Traverse County,Michigan
Kingston,Tuscola County,Michigan
Kinross,Chippewa County,Michigan
Lachine,Alpena County,Michigan
Lacota,Van Buren County,Michigan
Laingsburg,Shiawassee County,Michigan
Lake,Clare County,Michigan
Lake,Missaukee County,Michigan
Lake Ann,Benzie County,Michigan
Lake City,Missaukee County,Michigan
Lake George,Clare County,Michigan
Lake Isabella,Isabella County,Michigan
Lakeland,Livingston County,Michigan
Lake Leelanau,Leelanau County,Michigan
Lake Linden,Houghton County,Michigan
Lake Odessa,Barry County,Michigan
Lake Odessa,Ionia County,Michigan
Lake Orion,Oakland County,Michigan
Lakeside,Berrien County,Michigan
Lakeview,Montcalm County,Michigan
Lakeville,Oakland County,Michigan
Lambertville,Monroe County,Michigan
Lamont,Ottawa County,Michigan
Lanse,Baraga County,Michigan
L'Anse,Baraga County,Michigan
Lansing,Eaton County,Michigan
Lansing,Ingham County,Michigan
Lansing,Clinton County,Michigan
Lapeer,Lapeer County,Michigan
La Salle,Monroe County,Michigan
Lathrup Village,Oakland County,Michigan
Lawrence,Van Buren County,Michigan
Lawton,Van Buren County,Michigan
Leland,Leelanau County,Michigan
Lennon,Shiawassee County,Michigan
Lennon,Genesee County,Michigan
Lenox,Macomb County,Michigan
Leonard,Oakland County,Michigan
Leonidas,St. Joseph County,Michigan
Leonidas,St. Joseph County,Michigan
Leroy,Osceola County,Michigan
Le Roy,Osceola County,Michigan
Leslie,Ingham County,Michigan
Levering,Emmet County,Michigan
Lewiston,Oscoda County,Michigan
Lewiston,Montmorency County,Michigan
Lexington,Sanilac County,Michigan
Lincoln,Alcona County,Michigan
Lincoln Park,Wayne County,Michigan
Linden,Genesee County,Michigan
Linden,Livingston County,Michigan
Linwood,Bay County,Michigan
Litchfield,Hillsdale County,Michigan
Little Lake,Marquette County,Michigan
Livonia,Wayne County,Michigan
Long Lake,Iosco County,Michigan
Loretto,Dickinson County,Michigan
Lowell,Kent County,Michigan
Lowell,Ionia County,Michigan
Ludington,Mason County,Michigan
Luna Pier,Monroe County,Michigan
Lupton,Ogemaw County,Michigan
Luther,Lake County,Michigan
Luzerne,Oscoda County,Michigan
Lyon,Oakland County,Michigan
Lyons,Ionia County,Michigan
Macatawa,Ottawa County,Michigan
Mackinac Island,Mackinac County,Michigan
Mackinaw City,Cheboygan County,Michigan
Mackinaw City,Emmet County,Michigan
Macomb,Macomb County,Michigan
Madison Heights,Macomb County,Michigan
Madison Heights,Oakland County,Michigan
Mancelona,Antrim County,Michigan
Manchester,Washtenaw County,Michigan
Manistee,Manistee County,Michigan
Manistique,Delta County,Michigan
Manistique,Schoolcraft County,Michigan
Manitou Beach,Lenawee County,Michigan
Manitou Beach-Devils Lake,Lenawee County,Michigan
Manton,Missaukee County,Michigan
Manton,Wexford County,Michigan
Maple City,Leelanau County,Michigan
Maple Rapids,Clinton County,Michigan
Marcellus,Cass County,Michigan
Marcellus,Van Buren County,Michigan
Marenisco,Gogebic County,Michigan
Marine,St. Clair County,Michigan
Marine City,St. Clair County,Michigan
Marion,Osceola County,Michigan
Marion,Clare County,Michigan
Marlette,Sanilac County,Michigan
Marne,Ottawa County,Michigan
Marquette,Marquette County,Michigan
Marshall,Calhoun County,Michigan
Martin,Allegan County,Michigan
Marysville,St. Clair County,Michigan
Marysville,St. Clair County,Michigan
Mason,Ingham County,Michigan
Mass City,Ontonagon County,Michigan
Mattawan,Van Buren County,Michigan
Maybee,Monroe County,Michigan
Mayfield,Grand Traverse County,Michigan
Mayville,Lapeer County,Michigan
Mayville,Tuscola County,Michigan
McBain,Missaukee County,Michigan
Mc Bain,Missaukee County,Michigan
McBride,Montcalm County,Michigan
Mcbrides,Montcalm County,Michigan
McMillan,Luce County,Michigan
Mc Millan,Luce County,Michigan
Mears,Oceana County,Michigan
Mecosta,Mecosta County,Michigan
Melvin,Sanilac County,Michigan
Melvindale,Wayne County,Michigan
Memphis,St. Clair County,Michigan
Memphis,St. Clair County,Michigan
Memphis,Macomb County,Michigan
Mendon,St. Joseph County,Michigan
Mendon,St. Joseph County,Michigan
Menominee,Menominee County,Michigan
Meridian,Ingham County,Michigan
Meridian charter Township,Ingham County,Michigan
Merrill,Saginaw County,Michigan
Merritt,Missaukee County,Michigan
Mesick,Wexford County,Michigan
Metamora,Lapeer County,Michigan
Michigamme,Marquette County,Michigan
Michigan Center,Jackson County,Michigan
Middleton,Gratiot County,Michigan
Middleville,Barry County,Michigan
Midland,Bay County,Michigan
Midland,Midland County,Michigan
Mikado,Alcona County,Michigan
Milan,Monroe County,Michigan
Milan,Washtenaw County,Michigan
Milford,Oakland County,Michigan
Milford Charter Township,Oakland County,Michigan
Millersburg,Presque Isle County,Michigan
Millington,Tuscola County,Michigan
Minden City,Sanilac County,Michigan
Mio,Oscoda County,Michigan
Mohawk,Keweenaw County,Michigan
Moline,Allegan County,Michigan
Monitor,Bay County,Michigan
Monroe,Monroe County,Michigan
Montague,Muskegon County,Michigan
Montague,Oceana County,Michigan
Montgomery,Hillsdale County,Michigan
Montgomery,Branch County,Michigan
Montrose,Genesee County,Michigan
Moran,Mackinac County,Michigan
Morenci,Lenawee County,Michigan
Morley,Mecosta County,Michigan
Morrice,Shiawassee County,Michigan
Moscow,Hillsdale County,Michigan
Mosherville,Hillsdale County,Michigan
Mount Clemens,Macomb County,Michigan
Mount Morris,Genesee County,Michigan
Mount Pleasant,Isabella County,Michigan
Muir,Ionia County,Michigan
Mullett Lake,Cheboygan County,Michigan
Mulliken,Eaton County,Michigan
Munger,Bay County,Michigan
Munising,Alger County,Michigan
Munith,Jackson County,Michigan
Muskegon,Muskegon County,Michigan
Muskegon Heights,Muskegon County,Michigan
Nadeau,Menominee County,Michigan
Nahma,Delta County,Michigan
Napoleon,Jackson County,Michigan
Nashville,Barry County,Michigan
National City,Iosco County,Michigan
National Mine,Marquette County,Michigan
Naubinway,Mackinac County,Michigan
Nazareth,Kalamazoo County,Michigan
Negaunee,Marquette County,Michigan
Newaygo,Newaygo County,Michigan
New Baltimore,Macomb County,Michigan
Newberry,Alger County,Michigan
Newberry,Luce County,Michigan
New Boston,Wayne County,Michigan
New Buffalo,Berrien County,Michigan
New Era,Oceana County,Michigan
New Haven,Macomb County,Michigan
New Hudson,Oakland County,Michigan
New Lothrop,Saginaw County,Michigan
New Lothrop,Shiawassee County,Michigan
Newport,Monroe County,Michigan
New Troy,Berrien County,Michigan
Niles,Cass County,Michigan
Niles,Berrien County,Michigan
Nisula,Houghton County,Michigan
North Adams,Hillsdale County,Michigan
North Branch,Lapeer County,Michigan
North Muskegon,Muskegon County,Michigan
Northport,Leelanau County,Michigan
North Star,Gratiot County,Michigan
North Street,St. Clair County,Michigan
North Street,St. Clair County,Michigan
Northville,Washtenaw County,Michigan
Northville,Oakland County,Michigan
Northville,Wayne County,Michigan
Norton Shores,Muskegon County,Michigan
Norvell,Jackson County,Michigan
Norway,Dickinson County,Michigan
Nottawa,St. Joseph County,Michigan
Nottawa,St. Joseph County,Michigan
Novi,Oakland County,Michigan
Nunica,Ottawa County,Michigan
Oakland,Oakland County,Michigan
Oakley,Saginaw County,Michigan
Oak Park,Oakland County,Michigan
Oden,Emmet County,Michigan
Okemos,Ingham County,Michigan
Old Mission,Grand Traverse County,Michigan
Olivet,Eaton County,Michigan
Omena,Leelanau County,Michigan
Omer,Arenac County,Michigan
Onaway,Cheboygan County,Michigan
Onaway,Presque Isle County,Michigan
Onekama,Manistee County,Michigan
Onondaga,Ingham County,Michigan
Onondaga,Jackson County,Michigan
Onsted,Lenawee County,Michigan
Ontonagon,Ontonagon County,Michigan
Orchard Lake Village,Oakland County,Michigan
Orion,Oakland County,Michigan
Orion charter Township,Oakland County,Michigan
Orleans,Ionia County,Michigan
Oronoko,Berrien County,Michigan
Ortonville,Oakland County,Michigan
Oscoda,Iosco County,Michigan
Oshtemo,Kalamazoo County,Michigan
Osseo,Hillsdale County,Michigan
Ossineke,Alpena County,Michigan
Otisville,Genesee County,Michigan
Otsego,Allegan County,Michigan
Ottawa Lake,Monroe County,Michigan
Otter Lake,Lapeer County,Michigan
Otter Lake,Genesee County,Michigan
Ovid,Shiawassee County,Michigan
Ovid,Clinton County,Michigan
Owendale,Huron County,Michigan
Owosso,Shiawassee County,Michigan
Oxford,Oakland County,Michigan
Painesdale,Houghton County,Michigan
Palmer,Marquette County,Michigan
Palms,Sanilac County,Michigan
Palmyra,Lenawee County,Michigan
Palo,Ionia County,Michigan
Paradise,Chippewa County,Michigan
Parchment,Kalamazoo County,Michigan
Paris,Mecosta County,Michigan
Parma,Jackson County,Michigan
Paw Paw,Van County,Michigan
Paw Paw,Van Buren County,Michigan
Peck,Sanilac County,Michigan
Pelkie,Houghton County,Michigan
Pelkie,Baraga County,Michigan
Pellston,Emmet County,Michigan
Pentwater,Oceana County,Michigan
Perkins,Delta County,Michigan
Perrinton,Gratiot County,Michigan
Perronville,Menominee County,Michigan
Perry,Shiawassee County,Michigan
Petersburg,Monroe County,Michigan
Petoskey,Emmet County,Michigan
Petoskey,Charlevoix County,Michigan
Pewamo,Clinton County,Michigan
Pewamo,Ionia County,Michigan
Pickford,Chippewa County,Michigan
Pierson,Montcalm County,Michigan
Pigeon,Huron County,Michigan
Pinckney,Washtenaw County,Michigan
Pinckney,Livingston County,Michigan
Pinconning,Bay County,Michigan
Pittsford,Hillsdale County,Michigan
Plainfield,Kent County,Michigan
Plainwell,Barry County,Michigan
Plainwell,Allegan County,Michigan
Pleasant Lake,Jackson County,Michigan
Pleasant Ridge,Oakland County,Michigan
Plymouth,Washtenaw County,Michigan
Plymouth,Wayne County,Michigan
Pointe Aux Pins,Mackinac County,Michigan
Pompeii,Gratiot County,Michigan
Pontiac,Oakland County,Michigan
Portage,Kalamazoo County,Michigan
Port Austin,Huron County,Michigan
Port Hope,Huron County,Michigan
Port Huron,St. Clair County,Michigan
Port Huron,St County,Michigan
Port Huron,St. Clair County,Michigan
Portland,Ionia County,Michigan
Port Sanilac,Sanilac County,Michigan
Posen,Presque Isle County,Michigan
Potterville,Eaton County,Michigan
Powell,Marquette County,Michigan
Powers,Menominee County,Michigan
Prescott,Ogemaw County,Michigan
Presque Isle,Presque Isle County,Michigan
Prudenville,Roscommon County,Michigan
Pullman,Allegan County,Michigan
Quincy,Branch County,Michigan
Quinnesec,Dickinson County,Michigan
Ralph,Dickinson County,Michigan
Ramsay,Gogebic County,Michigan
Rapid City,Antrim County,Michigan
Rapid City,Kalkaska County,Michigan
Rapid River,Delta County,Michigan
Ravenna,Muskegon County,Michigan
Ray,Macomb County,Michigan
Reading,Hillsdale County,Michigan
Redford,Wayne County,Michigan
Redford Charter Township,Wayne County,Michigan
Reed,Osceola County,Michigan
Reed,Lake County,Michigan
Reed,Newaygo County,Michigan
Reed City,Osceola County,Michigan
Reese,Saginaw County,Michigan
Reese,Tuscola County,Michigan
Remus,Isabella County,Michigan
Remus,Mecosta County,Michigan
Republic,Marquette County,Michigan
Rhodes,Gladwin County,Michigan
Richfield,Roscommon County,Michigan
Richland,Kalamazoo County,Michigan
Richmond,Macomb County,Michigan
Richmond,Marquette County,Michigan
Richville,Tuscola County,Michigan
Riga,Lenawee County,Michigan
Riverdale,Gratiot County,Michigan
River Rouge,Wayne County,Michigan
Riverside,Berrien County,Michigan
Riverview,Wayne County,Michigan
Rives Junction,Jackson County,Michigan
Rochester,Oakland County,Michigan
Rochester Hills,Oakland County,Michigan
Rock,Delta County,Michigan
Rockford,Kent County,Michigan
Rockland,Ontonagon County,Michigan
Rockwood,Wayne County,Michigan
Rodney,Mecosta County,Michigan
Rogers,Presque Isle County,Michigan
Rogers,Presque County,Michigan
Rogers City,Presque Isle County,Michigan
Romeo,Macomb County,Michigan
Romulus,Wayne County,Michigan
Roscommon,Crawford County,Michigan
Roscommon,Roscommon County,Michigan
Rose,Oscoda County,Michigan
Rose,Ogemaw County,Michigan
Rosebush,Isabella County,Michigan
Rose City,Ogemaw County,Michigan
Roseville,Macomb County,Michigan
Rothbury,Oceana County,Michigan
Royal Oak,Oakland County,Michigan
Rudyard,Chippewa County,Michigan
Rumely,Alger County,Michigan
Ruth,Huron County,Michigan
Saginaw,Saginaw County,Michigan
Saginaw Township North,Saginaw County,Michigan
Sagola,Dickinson County,Michigan
St. Charles,Saginaw County,Michigan
St. Clair,St. Clair County,Michigan
St. Clair Shores,Macomb County,Michigan
St. Helen,Roscommon County,Michigan
St. Ignace,Mackinac County,Michigan
St. Johns,Clinton County,Michigan
St. Joseph,Berrien County,Michigan
St. Louis,Gratiot County,Michigan
Salem,Washtenaw County,Michigan
Saline,Washtenaw County,Michigan
Samaria,Monroe County,Michigan
Sanborn,Alpena County,Michigan
Sand Creek,Lenawee County,Michigan
Sand Lake,Kent County,Michigan
Sandusky,Sanilac County,Michigan
Sanford,Midland County,Michigan
Saranac,Ionia County,Michigan
Saugatuck,Allegan County,Michigan
Sault St.e Marie,Chippewa County,Michigan
Sault Ste. Marie,Chippewa County,Michigan
Sawyer,Berrien County,Michigan
Schoolcraft,Kalamazoo County,Michigan
Scotts,Kalamazoo County,Michigan
Scottville,Mason County,Michigan
Sears,Osceola County,Michigan
Sebewaing,Huron County,Michigan
Seney,Alger County,Michigan
Seney,Schoolcraft County,Michigan
Shaftsburg,Shiawassee County,Michigan
Shelby,Oceana County,Michigan
Shelby,Macomb County,Michigan
Shelby charter Township,Macomb County,Michigan
Shelbyville,Allegan County,Michigan
Shepherd,Isabella County,Michigan
Sheridan,Montcalm County,Michigan
Sherwood,Branch County,Michigan
Shingleton,Alger County,Michigan
Sidnaw,Houghton County,Michigan
Sidney,Montcalm County,Michigan
Silverwood,Lapeer County,Michigan
Silverwood,Tuscola County,Michigan
Six Lakes,Montcalm County,Michigan
Skandia,Marquette County,Michigan
Skanee,Baraga County,Michigan
Smiths Creek,St. Clair County,Michigan
Smiths Creek,St. Clair County,Michigan
Smyrna,Ionia County,Michigan
Snover,Sanilac County,Michigan
Sodus,Berrien County,Michigan
Somerset,Hillsdale County,Michigan
Somerset Center,Hillsdale County,Michigan
South Boardman,Kalkaska County,Michigan
South Branch,Ogemaw County,Michigan
Southfield,Oakland County,Michigan
Southgate,Wayne County,Michigan
South Haven,Van Buren County,Michigan
South Haven,Allegan County,Michigan
South Lyon,Livingston County,Michigan
South Lyon,Oakland County,Michigan
South Range,Houghton County,Michigan
South Rockwood,Monroe County,Michigan
Spalding,Menominee County,Michigan
Sparta,Kent County,Michigan
Spring Arbor,Jackson County,Michigan
Springfield,Calhoun County,Michigan
Springfield,Oakland County,Michigan
Spring Lake,Ottawa County,Michigan
Springport,Jackson County,Michigan
Spruce,Alcona County,Michigan
Stambaugh,Iron County,Michigan
Standish,Arenac County,Michigan
Stanton,Montcalm County,Michigan
Stanwood,Mecosta County,Michigan
St. Charles,Saginaw County,Michigan
St. Clair,St. Clair County,Michigan
St. Clair Shores,Macomb County,Michigan
Stephenson,Menominee County,Michigan
Sterling,Arenac County,Michigan
Sterling Heights,Macomb County,Michigan
Stevensville,Berrien County,Michigan
St. Helen,Roscommon County,Michigan
St. Ignace,Mackinac County,Michigan
St. Johns,Clinton County,Michigan
St. Joseph,Berrien County,Michigan
St. Louis,Midland County,Michigan
St. Louis,Gratiot County,Michigan
Stockbridge,Ingham County,Michigan
Sturgis,St. Joseph County,Michigan
Sturgis,St. Joseph County,Michigan
Sumner,Gratiot County,Michigan
Sunfield,Eaton County,Michigan
Superior,Washtenaw County,Michigan
Suttons Bay,Leelanau County,Michigan
Swartz Creek,Genesee County,Michigan
Sylvan Beach,Muskegon County,Michigan
Sylvan Lake,Oakland County,Michigan
Tawas,Iosco County,Michigan
Tawas,Arenac County,Michigan
Tawas City,Iosco County,Michigan
Taylor,Wayne County,Michigan
Tecumseh,Lenawee County,Michigan
Tekonsha,Calhoun County,Michigan
Temperance,Monroe County,Michigan
Thompsonville,Benzie County,Michigan
Three Oaks,Berrien County,Michigan
Three Rivers,St. Joseph County,Michigan
Three Rivers,St. Joseph County,Michigan
Three Rivers,Cass County,Michigan
Tipton,Lenawee County,Michigan
Toivola,Houghton County,Michigan
Topinabee,Cheboygan County,Michigan
Tower,Cheboygan County,Michigan
Traverse,Grand Traverse County,Michigan
Traverse,Leelanau County,Michigan
Traverse,Grand County,Michigan
Traverse City,Grand Traverse County,Michigan
Trenary,Alger County,Michigan
Trenton,Wayne County,Michigan
Trout Creek,Houghton County,Michigan
Trout Creek,Ontonagon County,Michigan
Trout Lake,Chippewa County,Michigan
Troy,Oakland County,Michigan
Trufant,Montcalm County,Michigan
Turner,Arenac County,Michigan
Tustin,Osceola County,Michigan
Twining,Arenac County,Michigan
Twin Lake,Muskegon County,Michigan
Ubly,Huron County,Michigan
Union,Cass County,Michigan
Union City,Branch County,Michigan
Union Lake,Oakland County,Michigan
Union Pier,Berrien County,Michigan
Unionville,Tuscola County,Michigan
University Center,Bay County,Michigan
Utica,Macomb County,Michigan
Van Buren,Wayne County,Michigan
Vandalia,Cass County,Michigan
Vanderbilt,Otsego County,Michigan
Vassar,Tuscola County,Michigan
Vermontville,Eaton County,Michigan
Vernon,Shiawassee County,Michigan
Vestaburg,Montcalm County,Michigan
Vicksburg,Kalamazoo County,Michigan
Village of Clarkston,Oakland County,Michigan
Village of Grosse Pointe Shores,Wayne County,Michigan
Vulcan,Dickinson County,Michigan
Wakefield,Gogebic County,Michigan
Waldron,Hillsdale County,Michigan
Walhalla,Mason County,Michigan
Walker,Kent County,Michigan
Walkerville,Oceana County,Michigan
Wallace,Menominee County,Michigan
Walled Lake,Oakland County,Michigan
Walloon Lake,Charlevoix County,Michigan
Warren,Macomb County,Michigan
Washington,Macomb County,Michigan
Waterford,Oakland County,Michigan
Waterford Township,Oakland County,Michigan
Waters,Otsego County,Michigan
Watersmeet,Gogebic County,Michigan
Watervliet,Berrien County,Michigan
